"Var1","Freq","cond.prob","prior"
"abc",1,0.000113295190619158,0.164202008928571
"abdul",1,0.000113295190619158,0.164202008928571
"abiding",1,0.000113295190619158,0.164202008928571
"aborted",1,0.000113295190619158,0.164202008928571
"abortion",13,0.000793066334334108,0.164202008928571
"abortions",3,0.000226590381238316,0.164202008928571
"abraham",3,0.000226590381238316,0.164202008928571
"absent",1,0.000113295190619158,0.164202008928571
"absolute",1,0.000113295190619158,0.164202008928571
"absolutely",1,0.000113295190619158,0.164202008928571
"abstinence",1,0.000113295190619158,0.164202008928571
"abuse",5,0.000339885571857475,0.164202008928571
"abuser",1,0.000113295190619158,0.164202008928571
"abusers",1,0.000113295190619158,0.164202008928571
"abuses",1,0.000113295190619158,0.164202008928571
"abusive",1,0.000113295190619158,0.164202008928571
"accept",2,0.000169942785928737,0.164202008928571
"accepted",1,0.000113295190619158,0.164202008928571
"accepting",1,0.000113295190619158,0.164202008928571
"access",5,0.000339885571857475,0.164202008928571
"accessible",1,0.000113295190619158,0.164202008928571
"accident",1,0.000113295190619158,0.164202008928571
"accidental",1,0.000113295190619158,0.164202008928571
"accidents",2,0.000169942785928737,0.164202008928571
"accommodate",1,0.000113295190619158,0.164202008928571
"accomplishments",2,0.000169942785928737,0.164202008928571
"account",4,0.000283237976547896,0.164202008928571
"accountability",1,0.000113295190619158,0.164202008928571
"accounts",3,0.000226590381238316,0.164202008928571
"accused",1,0.000113295190619158,0.164202008928571
"acorn",1,0.000113295190619158,0.164202008928571
"acquire",1,0.000113295190619158,0.164202008928571
"action",4,0.000283237976547896,0.164202008928571
"active",1,0.000113295190619158,0.164202008928571
"activity",1,0.000113295190619158,0.164202008928571
"actors",1,0.000113295190619158,0.164202008928571
"acts",1,0.000113295190619158,0.164202008928571
"actual",1,0.000113295190619158,0.164202008928571
"add",2,0.000169942785928737,0.164202008928571
"addicted",1,0.000113295190619158,0.164202008928571
"addiction",1,0.000113295190619158,0.164202008928571
"addictive",1,0.000113295190619158,0.164202008928571
"addition",1,0.000113295190619158,0.164202008928571
"additional",3,0.000226590381238316,0.164202008928571
"address",3,0.000226590381238316,0.164202008928571
"adds",1,0.000113295190619158,0.164202008928571
"adjusting",1,0.000113295190619158,0.164202008928571
"administration",9,0.000566475953095791,0.164202008928571
"administrations",2,0.000169942785928737,0.164202008928571
"administrative",1,0.000113295190619158,0.164202008928571
"admit",1,0.000113295190619158,0.164202008928571
"adult",1,0.000113295190619158,0.164202008928571
"adults",3,0.000226590381238316,0.164202008928571
"advanced",1,0.000113295190619158,0.164202008928571
"advantage",3,0.000226590381238316,0.164202008928571
"advertising",1,0.000113295190619158,0.164202008928571
"adviser",1,0.000113295190619158,0.164202008928571
"advocate",1,0.000113295190619158,0.164202008928571
"advocated",2,0.000169942785928737,0.164202008928571
"advocates",1,0.000113295190619158,0.164202008928571
"aerial",1,0.000113295190619158,0.164202008928571
"affairs",1,0.000113295190619158,0.164202008928571
"affect",3,0.000226590381238316,0.164202008928571
"affiliated",1,0.000113295190619158,0.164202008928571
"afghanistan",4,0.000283237976547896,0.164202008928571
"afl",1,0.000113295190619158,0.164202008928571
"africa",1,0.000113295190619158,0.164202008928571
"african",14,0.000849713929643687,0.164202008928571
"afscme",1,0.000113295190619158,0.164202008928571
"age",2,0.000169942785928737,0.164202008928571
"agencies",2,0.000169942785928737,0.164202008928571
"agency",1,0.000113295190619158,0.164202008928571
"agenda",1,0.000113295190619158,0.164202008928571
"agent",1,0.000113295190619158,0.164202008928571
"aggie",1,0.000113295190619158,0.164202008928571
"aggressive",1,0.000113295190619158,0.164202008928571
"agree",3,0.000226590381238316,0.164202008928571
"agreements",1,0.000113295190619158,0.164202008928571
"agrees",2,0.000169942785928737,0.164202008928571
"agriculture",1,0.000113295190619158,0.164202008928571
"aid",3,0.000226590381238316,0.164202008928571
"aids",2,0.000169942785928737,0.164202008928571
"aig",2,0.000169942785928737,0.164202008928571
