"Var1","Freq","cond.prob","prior"
"aarp",1,9.67632686632154e-05,0.205357142857143
"aba",1,9.67632686632154e-05,0.205357142857143
"abbott",4,0.000241908171658039,0.205357142857143
"abilities",1,9.67632686632154e-05,0.205357142857143
"ability",1,9.67632686632154e-05,0.205357142857143
"aboard",1,9.67632686632154e-05,0.205357142857143
"abolish",1,9.67632686632154e-05,0.205357142857143
"abolished",1,9.67632686632154e-05,0.205357142857143
"abort",1,9.67632686632154e-05,0.205357142857143
"abortion",14,0.000725724514974116,0.205357142857143
"abortions",7,0.000387053074652862,0.205357142857143
"absolutely",2,0.000145144902994823,0.205357142857143
"abuse",1,9.67632686632154e-05,0.205357142857143
"abusers",1,9.67632686632154e-05,0.205357142857143
"academic",1,9.67632686632154e-05,0.205357142857143
"acceleration",1,9.67632686632154e-05,0.205357142857143
"accepted",3,0.000193526537326431,0.205357142857143
"access",6,0.000338671440321254,0.205357142857143
"accidents",3,0.000193526537326431,0.205357142857143
"accountability",1,9.67632686632154e-05,0.205357142857143
"accounts",2,0.000145144902994823,0.205357142857143
"accumulated",1,9.67632686632154e-05,0.205357142857143
"accused",1,9.67632686632154e-05,0.205357142857143
"acela",1,9.67632686632154e-05,0.205357142857143
"achieved",1,9.67632686632154e-05,0.205357142857143
"achievement",1,9.67632686632154e-05,0.205357142857143
"acidic",1,9.67632686632154e-05,0.205357142857143
"acknowledged",2,0.000145144902994823,0.205357142857143
"acorn",1,9.67632686632154e-05,0.205357142857143
"acres",3,0.000193526537326431,0.205357142857143
"acting",1,9.67632686632154e-05,0.205357142857143
"action",5,0.000290289805989646,0.205357142857143
"actions",4,0.000241908171658039,0.205357142857143
"active",1,9.67632686632154e-05,0.205357142857143
"actively",1,9.67632686632154e-05,0.205357142857143
"activists",1,9.67632686632154e-05,0.205357142857143
"activity",2,0.000145144902994823,0.205357142857143
"acts",1,9.67632686632154e-05,0.205357142857143
"actual",3,0.000193526537326431,0.205357142857143
"actuaries",1,9.67632686632154e-05,0.205357142857143
"acupuncture",1,9.67632686632154e-05,0.205357142857143
"acute",1,9.67632686632154e-05,0.205357142857143
"adam",2,0.000145144902994823,0.205357142857143
"adams",1,9.67632686632154e-05,0.205357142857143
"add",7,0.000387053074652862,0.205357142857143
"adding",1,9.67632686632154e-05,0.205357142857143
"additional",4,0.000241908171658039,0.205357142857143
"address",1,9.67632686632154e-05,0.205357142857143
"adds",1,9.67632686632154e-05,0.205357142857143
"adjusted",2,0.000145144902994823,0.205357142857143
"adjustment",1,9.67632686632154e-05,0.205357142857143
"adjustments",1,9.67632686632154e-05,0.205357142857143
"administration",35,0.00174173883593788,0.205357142857143
"administrations",2,0.000145144902994823,0.205357142857143
"administrator",2,0.000145144902994823,0.205357142857143
"admissions",1,9.67632686632154e-05,0.205357142857143
"admitted",2,0.000145144902994823,0.205357142857143
"adopt",1,9.67632686632154e-05,0.205357142857143
"adopting",1,9.67632686632154e-05,0.205357142857143
"adoptions",1,9.67632686632154e-05,0.205357142857143
"ads",2,0.000145144902994823,0.205357142857143
"adult",1,9.67632686632154e-05,0.205357142857143
"adults",2,0.000145144902994823,0.205357142857143
"advanced",5,0.000290289805989646,0.205357142857143
"advantage",2,0.000145144902994823,0.205357142857143
"advantages",1,9.67632686632154e-05,0.205357142857143
"advertise",1,9.67632686632154e-05,0.205357142857143
"adviser",3,0.000193526537326431,0.205357142857143
"advisers",1,9.67632686632154e-05,0.205357142857143
"advisors",1,9.67632686632154e-05,0.205357142857143
"advocated",2,0.000145144902994823,0.205357142857143
"affect",1,9.67632686632154e-05,0.205357142857143
"affirmative",1,9.67632686632154e-05,0.205357142857143
"afford",1,9.67632686632154e-05,0.205357142857143
"affordable",6,0.000338671440321254,0.205357142857143
"afghanistan",6,0.000338671440321254,0.205357142857143
"afl",1,9.67632686632154e-05,0.205357142857143
"afloat",1,9.67632686632154e-05,0.205357142857143
"afraid",1,9.67632686632154e-05,0.205357142857143
"africa",1,9.67632686632154e-05,0.205357142857143
"african",8,0.00043543470898447,0.205357142857143
"afterschool",1,9.67632686632154e-05,0.205357142857143
"agallup",1,9.67632686632154e-05,0.205357142857143
"age",3,0.000193526537326431,0.205357142857143
"aged",1,9.67632686632154e-05,0.205357142857143
"agencies",3,0.000193526537326431,0.205357142857143
"agency",2,0.000145144902994823,0.205357142857143
"agenda",4,0.000241908171658039,0.205357142857143
"agents",3,0.000193526537326431,0.205357142857143
"agree",1,9.67632686632154e-05,0.205357142857143
"agreement",5,0.000290289805989646,0.205357142857143
"agrees",1,9.67632686632154e-05,0.205357142857143
"agriculture",4,0.000241908171658039,0.205357142857143
"aid",5,0.000290289805989646,0.205357142857143
"aig",2,0.000145144902994823,0.205357142857143
"air",7,0.000387053074652862,0.205357142857143
"airplane",1,9.67632686632154e-05,0.205357142857143
"airport",2,0.000145144902994823,0.205357142857143
"akin",2,0.000145144902994823,0.205357142857143
"ala",1,9.67632686632154e-05,0.205357142857143
"alabama",1,9.67632686632154e-05,0.205357142857143
"alabamians",1,9.67632686632154e-05,0.205357142857143
"alaska",1,9.67632686632154e-05,0.205357142857143
"alberta",1,9.67632686632154e-05,0.205357142857143
"alcohol",1,9.67632686632154e-05,0.205357142857143
"alex",1,9.67632686632154e-05,0.205357142857143
"alexi",1,9.67632686632154e-05,0.205357142857143
"aliens",5,0.000290289805989646,0.205357142857143
"alison",2,0.000145144902994823,0.205357142857143
"allen",5,0.000290289805989646,0.205357142857143
"allies",1,9.67632686632154e-05,0.205357142857143
"allowance",1,9.67632686632154e-05,0.205357142857143
"allowed",12,0.0006289612463109,0.205357142857143
"allowing",3,0.000193526537326431,0.205357142857143
"ally",1,9.67632686632154e-05,0.205357142857143
"alter",1,9.67632686632154e-05,0.205357142857143
"alternatives",1,9.67632686632154e-05,0.205357142857143
"alvarez",1,9.67632686632154e-05,0.205357142857143
"amazing",1,9.67632686632154e-05,0.205357142857143
"ambassador",1,9.67632686632154e-05,0.205357142857143
"ambitions",1,9.67632686632154e-05,0.205357142857143
"amend",1,9.67632686632154e-05,0.205357142857143
"amending",1,9.67632686632154e-05,0.205357142857143
"amendment",12,0.0006289612463109,0.205357142857143
"amendments",2,0.000145144902994823,0.205357142857143
"america",21,0.00106439595529537,0.205357142857143
"american",41,0.00203202864192752,0.205357142857143
"americans",41,0.00203202864192752,0.205357142857143
"americas",2,0.000145144902994823,0.205357142857143
"amnesty",4,0.000241908171658039,0.205357142857143
"amounts",1,9.67632686632154e-05,0.205357142857143
"ample",1,9.67632686632154e-05,0.205357142857143
"amtrak",2,0.000145144902994823,0.205357142857143
"amtraks",1,9.67632686632154e-05,0.205357142857143
"analysis",1,9.67632686632154e-05,0.205357142857143
"analysts",2,0.000145144902994823,0.205357142857143
"anchor",1,9.67632686632154e-05,0.205357142857143
"angel",1,9.67632686632154e-05,0.205357142857143
"angeles",1,9.67632686632154e-05,0.205357142857143
"angina",1,9.67632686632154e-05,0.205357142857143
"angle",1,9.67632686632154e-05,0.205357142857143
"angry",1,9.67632686632154e-05,0.205357142857143
"animal",1,9.67632686632154e-05,0.205357142857143
"animals",3,0.000193526537326431,0.205357142857143
"ann",1,9.67632686632154e-05,0.205357142857143
"announced",5,0.000290289805989646,0.205357142857143
"annual",3,0.000193526537326431,0.205357142857143
"annually",5,0.000290289805989646,0.205357142857143
"anonymous",1,9.67632686632154e-05,0.205357142857143
"answer",1,9.67632686632154e-05,0.205357142857143
"anthropology",1,9.67632686632154e-05,0.205357142857143
"anti",1,9.67632686632154e-05,0.205357142857143
"anticipating",1,9.67632686632154e-05,0.205357142857143
"anticompetitive",1,9.67632686632154e-05,0.205357142857143
"antonio",2,0.000145144902994823,0.205357142857143
"ants",1,9.67632686632154e-05,0.205357142857143
"anwr",1,9.67632686632154e-05,0.205357142857143
"anytime",3,0.000193526537326431,0.205357142857143
"apex",1,9.67632686632154e-05,0.205357142857143
"apologize",1,9.67632686632154e-05,0.205357142857143
"appeals",1,9.67632686632154e-05,0.205357142857143
"appearance",1,9.67632686632154e-05,0.205357142857143
"appeared",1,9.67632686632154e-05,0.205357142857143
"applied",1,9.67632686632154e-05,0.205357142857143
"apply",1,9.67632686632154e-05,0.205357142857143
"appointed",2,0.000145144902994823,0.205357142857143
"appointee",1,9.67632686632154e-05,0.205357142857143
"appointment",1,9.67632686632154e-05,0.205357142857143
"appointments",2,0.000145144902994823,0.205357142857143
"apprehended",1,9.67632686632154e-05,0.205357142857143
"approach",1,9.67632686632154e-05,0.205357142857143
"approaching",3,0.000193526537326431,0.205357142857143
"appropriations",2,0.000145144902994823,0.205357142857143
"approval",2,0.000145144902994823,0.205357142857143
"approve",1,9.67632686632154e-05,0.205357142857143
"approved",3,0.000193526537326431,0.205357142857143
"approves",1,9.67632686632154e-05,0.205357142857143
"april",2,0.000145144902994823,0.205357142857143
"arab",2,0.000145144902994823,0.205357142857143
"arabia",2,0.000145144902994823,0.205357142857143
"architect",1,9.67632686632154e-05,0.205357142857143
"arena",1,9.67632686632154e-05,0.205357142857143
"argued",1,9.67632686632154e-05,0.205357142857143
"argument",1,9.67632686632154e-05,0.205357142857143
"arizona",9,0.000483816343316077,0.205357142857143
"arkansan",1,9.67632686632154e-05,0.205357142857143
"arkansas",1,9.67632686632154e-05,0.205357142857143
"arm",2,0.000145144902994823,0.205357142857143
"armed",1,9.67632686632154e-05,0.205357142857143
"arms",1,9.67632686632154e-05,0.205357142857143
"army",2,0.000145144902994823,0.205357142857143
"aromatherapy",1,9.67632686632154e-05,0.205357142857143
"arrest",2,0.000145144902994823,0.205357142857143
"arrested",1,9.67632686632154e-05,0.205357142857143
"arrests",2,0.000145144902994823,0.205357142857143
"aspect",1,9.67632686632154e-05,0.205357142857143
"assad",2,0.000145144902994823,0.205357142857143
"assassination",1,9.67632686632154e-05,0.205357142857143
"assault",4,0.000241908171658039,0.205357142857143
"assaults",1,9.67632686632154e-05,0.205357142857143
"assembly",1,9.67632686632154e-05,0.205357142857143
"assessments",1,9.67632686632154e-05,0.205357142857143
"assistance",1,9.67632686632154e-05,0.205357142857143
"associate",1,9.67632686632154e-05,0.205357142857143
"association",1,9.67632686632154e-05,0.205357142857143
"asthma",1,9.67632686632154e-05,0.205357142857143
"atf",1,9.67632686632154e-05,0.205357142857143
"athletic",1,9.67632686632154e-05,0.205357142857143
"atlanta",9,0.000483816343316077,0.205357142857143
"atlantans",1,9.67632686632154e-05,0.205357142857143
"atlantas",1,9.67632686632154e-05,0.205357142857143
"atlantic",1,9.67632686632154e-05,0.205357142857143
"attack",4,0.000241908171658039,0.205357142857143
"attacked",2,0.000145144902994823,0.205357142857143
"attacking",2,0.000145144902994823,0.205357142857143
"attacks",4,0.000241908171658039,0.205357142857143
"attempts",1,9.67632686632154e-05,0.205357142857143
"attend",1,9.67632686632154e-05,0.205357142857143
"attention",1,9.67632686632154e-05,0.205357142857143
"attitude",1,9.67632686632154e-05,0.205357142857143
"attorney",4,0.000241908171658039,0.205357142857143
"attorneys",1,9.67632686632154e-05,0.205357142857143
"attract",1,9.67632686632154e-05,0.205357142857143
"attracted",1,9.67632686632154e-05,0.205357142857143
"attracting",1,9.67632686632154e-05,0.205357142857143
"attributes",1,9.67632686632154e-05,0.205357142857143
"atwaters",1,9.67632686632154e-05,0.205357142857143
"audience",2,0.000145144902994823,0.205357142857143
"audit",1,9.67632686632154e-05,0.205357142857143
"auditing",1,9.67632686632154e-05,0.205357142857143
"austin",7,0.000387053074652862,0.205357142857143
"austins",3,0.000193526537326431,0.205357142857143
"australia",1,9.67632686632154e-05,0.205357142857143
"author",1,9.67632686632154e-05,0.205357142857143
"authored",1,9.67632686632154e-05,0.205357142857143
"authorities",1,9.67632686632154e-05,0.205357142857143
"authority",3,0.000193526537326431,0.205357142857143
"authorize",1,9.67632686632154e-05,0.205357142857143
"authorized",1,9.67632686632154e-05,0.205357142857143
"authorizing",1,9.67632686632154e-05,0.205357142857143
"auto",4,0.000241908171658039,0.205357142857143
"automaker",1,9.67632686632154e-05,0.205357142857143
"automatic",2,0.000145144902994823,0.205357142857143
"automatically",1,9.67632686632154e-05,0.205357142857143
"average",36,0.00179012047026949,0.205357142857143
"avoidance",1,9.67632686632154e-05,0.205357142857143
"avoided",1,9.67632686632154e-05,0.205357142857143
"awaiting",1,9.67632686632154e-05,0.205357142857143
"award",1,9.67632686632154e-05,0.205357142857143
"awlakis",1,9.67632686632154e-05,0.205357142857143
"ayotte",3,0.000193526537326431,0.205357142857143
"babies",2,0.000145144902994823,0.205357142857143
"background",8,0.00043543470898447,0.205357142857143
"badly",1,9.67632686632154e-05,0.205357142857143
"bag",1,9.67632686632154e-05,0.205357142857143
"bail",2,0.000145144902994823,0.205357142857143
"bailed",1,9.67632686632154e-05,0.205357142857143
"bailey",1,9.67632686632154e-05,0.205357142857143
"bailout",4,0.000241908171658039,0.205357142857143
"bailouts",1,9.67632686632154e-05,0.205357142857143
"baker",1,9.67632686632154e-05,0.205357142857143
"balance",2,0.000145144902994823,0.205357142857143
"balanced",3,0.000193526537326431,0.205357142857143
"baldwin",1,9.67632686632154e-05,0.205357142857143
"balfour",1,9.67632686632154e-05,0.205357142857143
"ballooned",1,9.67632686632154e-05,0.205357142857143
"ballot",4,0.000241908171658039,0.205357142857143
"ballots",2,0.000145144902994823,0.205357142857143
"baltimore",1,9.67632686632154e-05,0.205357142857143
"ban",13,0.000677342880642508,0.205357142857143
"bank",4,0.000241908171658039,0.205357142857143
"banking",1,9.67632686632154e-05,0.205357142857143
"bankrolling",1,9.67632686632154e-05,0.205357142857143
"bankrupt",1,9.67632686632154e-05,0.205357142857143
"bankruptcies",1,9.67632686632154e-05,0.205357142857143
"bankruptcy",1,9.67632686632154e-05,0.205357142857143
"banks",6,0.000338671440321254,0.205357142857143
"banned",3,0.000193526537326431,0.205357142857143
"banning",2,0.000145144902994823,0.205357142857143
"bans",2,0.000145144902994823,0.205357142857143
"bar",2,0.000145144902994823,0.205357142857143
"barack",48,0.00237070008224878,0.205357142857143
"barackobama",1,9.67632686632154e-05,0.205357142857143
"baragwanath",1,9.67632686632154e-05,0.205357142857143
"barely",1,9.67632686632154e-05,0.205357142857143
"bargaining",2,0.000145144902994823,0.205357142857143
"barnes",2,0.000145144902994823,0.205357142857143
"barr",1,9.67632686632154e-05,0.205357142857143
"barred",1,9.67632686632154e-05,0.205357142857143
"barrett",2,0.000145144902994823,0.205357142857143
"barretts",1,9.67632686632154e-05,0.205357142857143
"barrow",1,9.67632686632154e-05,0.205357142857143
"bars",2,0.000145144902994823,0.205357142857143
"based",3,0.000193526537326431,0.205357142857143
"bashar",1,9.67632686632154e-05,0.205357142857143
"basic",3,0.000193526537326431,0.205357142857143
"basically",2,0.000145144902994823,0.205357142857143
"bass",1,9.67632686632154e-05,0.205357142857143
"bathroom",1,9.67632686632154e-05,0.205357142857143
"battered",1,9.67632686632154e-05,0.205357142857143
"batting",1,9.67632686632154e-05,0.205357142857143
"battle",1,9.67632686632154e-05,0.205357142857143
"battlefields",1,9.67632686632154e-05,0.205357142857143
"battleground",1,9.67632686632154e-05,0.205357142857143
"baucus",1,9.67632686632154e-05,0.205357142857143
"bbb",1,9.67632686632154e-05,0.205357142857143
"beach",1,9.67632686632154e-05,0.205357142857143
"beachs",1,9.67632686632154e-05,0.205357142857143
"bears",1,9.67632686632154e-05,0.205357142857143
"beat",2,0.000145144902994823,0.205357142857143
"beaten",1,9.67632686632154e-05,0.205357142857143
"bed",1,9.67632686632154e-05,0.205357142857143
"beer",1,9.67632686632154e-05,0.205357142857143
"begged",1,9.67632686632154e-05,0.205357142857143
"beheaded",1,9.67632686632154e-05,0.205357142857143
"belief",1,9.67632686632154e-05,0.205357142857143
"beliefs",1,9.67632686632154e-05,0.205357142857143
"believeinsocialism",1,9.67632686632154e-05,0.205357142857143
"believes",2,0.000145144902994823,0.205357142857143
"beloved",1,9.67632686632154e-05,0.205357142857143
"ben",1,9.67632686632154e-05,0.205357142857143
"bench",1,9.67632686632154e-05,0.205357142857143
"bend",1,9.67632686632154e-05,0.205357142857143
"benediction",1,9.67632686632154e-05,0.205357142857143
"beneficiaries",1,9.67632686632154e-05,0.205357142857143
"benefits",14,0.000725724514974116,0.205357142857143
"benghazi",2,0.000145144902994823,0.205357142857143
"benjamin",1,9.67632686632154e-05,0.205357142857143
"bennet",1,9.67632686632154e-05,0.205357142857143
"berlin",1,9.67632686632154e-05,0.205357142857143
"bernie",3,0.000193526537326431,0.205357142857143
"beverage",1,9.67632686632154e-05,0.205357142857143
"bible",1,9.67632686632154e-05,0.205357142857143
"bibles",1,9.67632686632154e-05,0.205357142857143
"bicycle",2,0.000145144902994823,0.205357142857143
"bicycles",1,9.67632686632154e-05,0.205357142857143
"bid",1,9.67632686632154e-05,0.205357142857143
"biden",2,0.000145144902994823,0.205357142857143
"biennium",1,9.67632686632154e-05,0.205357142857143
"biggest",8,0.00043543470898447,0.205357142857143
"billionaires",1,9.67632686632154e-05,0.205357142857143
"billions",4,0.000241908171658039,0.205357142857143
"bills",14,0.000725724514974116,0.205357142857143
"bin",3,0.000193526537326431,0.205357142857143
"bipartisan",5,0.000290289805989646,0.205357142857143
"birth",6,0.000338671440321254,0.205357142857143
"bisexual",1,9.67632686632154e-05,0.205357142857143
"bit",1,9.67632686632154e-05,0.205357142857143
"black",14,0.000725724514974116,0.205357142857143
"blacks",1,9.67632686632154e-05,0.205357142857143
"blew",1,9.67632686632154e-05,0.205357142857143
"blocked",1,9.67632686632154e-05,0.205357142857143
"blood",1,9.67632686632154e-05,0.205357142857143
"bloomberg",1,9.67632686632154e-05,0.205357142857143
