"Var1","Freq","cond.prob","prior"
"abandoned",1,0.000146842878120411,0.0810546875
"abbas",1,0.000146842878120411,0.0810546875
"abbott",1,0.000146842878120411,0.0810546875
"abolished",1,0.000146842878120411,0.0810546875
"aborted",1,0.000146842878120411,0.0810546875
"abortion",2,0.000220264317180617,0.0810546875
"abortions",2,0.000220264317180617,0.0810546875
"abrahamlincoln",1,0.000146842878120411,0.0810546875
"abramoff",1,0.000146842878120411,0.0810546875
"absolutely",1,0.000146842878120411,0.0810546875
"absurd",1,0.000146842878120411,0.0810546875
"abused",1,0.000146842878120411,0.0810546875
"accept",1,0.000146842878120411,0.0810546875
"accepted",2,0.000220264317180617,0.0810546875
"access",1,0.000146842878120411,0.0810546875
"accidental",1,0.000146842878120411,0.0810546875
"accidentally",1,0.000146842878120411,0.0810546875
"accommodate",1,0.000146842878120411,0.0810546875
"accomplishments",1,0.000146842878120411,0.0810546875
"account",1,0.000146842878120411,0.0810546875
"accountable",1,0.000146842878120411,0.0810546875
"accused",2,0.000220264317180617,0.0810546875
"accuses",2,0.000220264317180617,0.0810546875
"achievement",1,0.000146842878120411,0.0810546875
"aclu",3,0.000293685756240822,0.0810546875
"acted",2,0.000220264317180617,0.0810546875
"actions",1,0.000146842878120411,0.0810546875
"activated",1,0.000146842878120411,0.0810546875
"actively",1,0.000146842878120411,0.0810546875
"activity",1,0.000146842878120411,0.0810546875
"actual",1,0.000146842878120411,0.0810546875
"adams",1,0.000146842878120411,0.0810546875
"add",2,0.000220264317180617,0.0810546875
"administration",9,0.000734214390602056,0.0810546875
"administrative",1,0.000146842878120411,0.0810546875
"administrator",1,0.000146842878120411,0.0810546875
"admission",1,0.000146842878120411,0.0810546875
"admit",1,0.000146842878120411,0.0810546875
"admits",2,0.000220264317180617,0.0810546875
"admitted",1,0.000146842878120411,0.0810546875
"advancement",1,0.000146842878120411,0.0810546875
"advertising",1,0.000146842878120411,0.0810546875
"advisor",1,0.000146842878120411,0.0810546875
"advisory",2,0.000220264317180617,0.0810546875
"advocates",1,0.000146842878120411,0.0810546875
"affairs",1,0.000146842878120411,0.0810546875
"affection",1,0.000146842878120411,0.0810546875
"afford",1,0.000146842878120411,0.0810546875
"affordable",3,0.000293685756240822,0.0810546875
"affront",1,0.000146842878120411,0.0810546875
"africa",1,0.000146842878120411,0.0810546875
"african",3,0.000293685756240822,0.0810546875
"againhats",1,0.000146842878120411,0.0810546875
"age",2,0.000220264317180617,0.0810546875
"aged",1,0.000146842878120411,0.0810546875
"agencies",2,0.000220264317180617,0.0810546875
"agenda",2,0.000220264317180617,0.0810546875
"aggressive",1,0.000146842878120411,0.0810546875
"agreement",3,0.000293685756240822,0.0810546875
"agriculture",1,0.000146842878120411,0.0810546875
"aide",1,0.000146842878120411,0.0810546875
"aig",1,0.000146842878120411,0.0810546875
"air",3,0.000293685756240822,0.0810546875
"airport",1,0.000146842878120411,0.0810546875
"airs",1,0.000146842878120411,0.0810546875
"aka",1,0.000146842878120411,0.0810546875
"alaska",1,0.000146842878120411,0.0810546875
"alcee",1,0.000146842878120411,0.0810546875
"alcohol",1,0.000146842878120411,0.0810546875
"ali",1,0.000146842878120411,0.0810546875
"alicia",1,0.000146842878120411,0.0810546875
"alien",1,0.000146842878120411,0.0810546875
"alison",1,0.000146842878120411,0.0810546875
"allah",2,0.000220264317180617,0.0810546875
"allegedly",1,0.000146842878120411,0.0810546875
"allowed",5,0.000440528634361233,0.0810546875
"allowing",2,0.000220264317180617,0.0810546875
"alter",1,0.000146842878120411,0.0810546875
"alternatives",1,0.000146842878120411,0.0810546875
"ambassador",3,0.000293685756240822,0.0810546875
"amendment",3,0.000293685756240822,0.0810546875
"amendments",1,0.000146842878120411,0.0810546875
"america",10,0.000807635829662261,0.0810546875
"american",11,0.000881057268722467,0.0810546875
