"Var1","Freq","cond.prob","prior"
"aaron",1,0.000102774922918808,0.193498883928571
"aarp",1,0.000102774922918808,0.193498883928571
"abbott",3,0.000205549845837616,0.193498883928571
"abele",1,0.000102774922918808,0.193498883928571
"abiding",1,0.000102774922918808,0.193498883928571
"ability",5,0.000308324768756423,0.193498883928571
"abolition",1,0.000102774922918808,0.193498883928571
"abortion",6,0.000359712230215827,0.193498883928571
"abortions",3,0.000205549845837616,0.193498883928571
"absentee",1,0.000102774922918808,0.193498883928571
"absolutely",2,0.000154162384378212,0.193498883928571
"academic",1,0.000102774922918808,0.193498883928571
"academy",2,0.000154162384378212,0.193498883928571
"accelerated",1,0.000102774922918808,0.193498883928571
"accept",3,0.000205549845837616,0.193498883928571
"accepted",1,0.000102774922918808,0.193498883928571
"accepts",1,0.000102774922918808,0.193498883928571
"access",4,0.00025693730729702,0.193498883928571
"accident",1,0.000102774922918808,0.193498883928571
"accidents",2,0.000154162384378212,0.193498883928571
"accommodate",1,0.000102774922918808,0.193498883928571
"accommodating",1,0.000102774922918808,0.193498883928571
"account",5,0.000308324768756423,0.193498883928571
"accountability",1,0.000102774922918808,0.193498883928571
"accountant",1,0.000102774922918808,0.193498883928571
"accounted",1,0.000102774922918808,0.193498883928571
"accounts",1,0.000102774922918808,0.193498883928571
"accused",3,0.000205549845837616,0.193498883928571
"achieved",1,0.000102774922918808,0.193498883928571
"achievement",3,0.000205549845837616,0.193498883928571
"acquire",1,0.000102774922918808,0.193498883928571
"acre",1,0.000102774922918808,0.193498883928571
"acres",2,0.000154162384378212,0.193498883928571
"acted",1,0.000102774922918808,0.193498883928571
"action",4,0.00025693730729702,0.193498883928571
"actions",2,0.000154162384378212,0.193498883928571
"actively",1,0.000102774922918808,0.193498883928571
"activists",1,0.000102774922918808,0.193498883928571
"activity",2,0.000154162384378212,0.193498883928571
"acts",1,0.000102774922918808,0.193498883928571
"actual",4,0.00025693730729702,0.193498883928571
"adam",1,0.000102774922918808,0.193498883928571
"adams",1,0.000102774922918808,0.193498883928571
"add",1,0.000102774922918808,0.193498883928571
"addicted",1,0.000102774922918808,0.193498883928571
"addiction",1,0.000102774922918808,0.193498883928571
"adding",2,0.000154162384378212,0.193498883928571
"addition",2,0.000154162384378212,0.193498883928571
"additional",4,0.00025693730729702,0.193498883928571
"address",6,0.000359712230215827,0.193498883928571
"addresses",1,0.000102774922918808,0.193498883928571
"addressing",1,0.000102774922918808,0.193498883928571
"adds",2,0.000154162384378212,0.193498883928571
"adjusted",2,0.000154162384378212,0.193498883928571
"adler",1,0.000102774922918808,0.193498883928571
"administration",19,0.00102774922918808,0.193498883928571
"administrations",1,0.000102774922918808,0.193498883928571
"administrative",1,0.000102774922918808,0.193498883928571
"admiral",1,0.000102774922918808,0.193498883928571
