"Var1","Freq","cond.prob","prior"
"aaron",1,0.000104482290251802,0.1962890625
"aarp",1,0.000104482290251802,0.1962890625
"abandoning",1,0.000104482290251802,0.1962890625
"abbott",1,0.000104482290251802,0.1962890625
"abedin",1,0.000104482290251802,0.1962890625
"abele",2,0.000156723435377703,0.1962890625
"abide",1,0.000104482290251802,0.1962890625
"abilities",1,0.000104482290251802,0.1962890625
"ability",3,0.000208964580503605,0.1962890625
"abject",1,0.000104482290251802,0.1962890625
"abolish",2,0.000156723435377703,0.1962890625
"abolishing",2,0.000156723435377703,0.1962890625
"aborted",1,0.000104482290251802,0.1962890625
"abortion",17,0.000940340612266221,0.1962890625
"abortionists",1,0.000104482290251802,0.1962890625
"abortions",11,0.000626893741510814,0.1962890625
"abruptly",1,0.000104482290251802,0.1962890625
"abu",1,0.000104482290251802,0.1962890625
"abuse",3,0.000208964580503605,0.1962890625
"academic",1,0.000104482290251802,0.1962890625
"accelerate",1,0.000104482290251802,0.1962890625
"accept",1,0.000104482290251802,0.1962890625
"accepted",1,0.000104482290251802,0.1962890625
"accepting",2,0.000156723435377703,0.1962890625
"access",6,0.000365688015881308,0.1962890625
"accomplishments",1,0.000104482290251802,0.1962890625
"account",3,0.000208964580503605,0.1962890625
"accountability",2,0.000156723435377703,0.1962890625
"accounted",1,0.000104482290251802,0.1962890625
"accounts",2,0.000156723435377703,0.1962890625
"accumulated",1,0.000104482290251802,0.1962890625
"accuracy",1,0.000104482290251802,0.1962890625
"accurate",1,0.000104482290251802,0.1962890625
"accused",1,0.000104482290251802,0.1962890625
"aclu",1,0.000104482290251802,0.1962890625
"acorn",3,0.000208964580503605,0.1962890625
"acquire",1,0.000104482290251802,0.1962890625
"acquiring",1,0.000104482290251802,0.1962890625
"acquisition",1,0.000104482290251802,0.1962890625
"acres",2,0.000156723435377703,0.1962890625
"acted",1,0.000104482290251802,0.1962890625
"action",4,0.000261205725629506,0.1962890625
"actions",2,0.000156723435377703,0.1962890625
"actively",1,0.000104482290251802,0.1962890625
"activity",2,0.000156723435377703,0.1962890625
"actor",1,0.000104482290251802,0.1962890625
"actual",1,0.000104482290251802,0.1962890625
"add",1,0.000104482290251802,0.1962890625
"addicted",1,0.000104482290251802,0.1962890625
"addiction",1,0.000104482290251802,0.1962890625
"additional",2,0.000156723435377703,0.1962890625
"address",1,0.000104482290251802,0.1962890625
"adegbile",1,0.000104482290251802,0.1962890625
"adjust",1,0.000104482290251802,0.1962890625
"administered",1,0.000104482290251802,0.1962890625
"administration",22,0.00120154633789573,0.1962890625
"administrations",1,0.000104482290251802,0.1962890625
"admit",1,0.000104482290251802,0.1962890625
"admits",1,0.000104482290251802,0.1962890625
"admitted",1,0.000104482290251802,0.1962890625
"adolf",1,0.000104482290251802,0.1962890625
"adopt",2,0.000156723435377703,0.1962890625
"adoption",2,0.000156723435377703,0.1962890625
"ads",1,0.000104482290251802,0.1962890625
"adults",1,0.000104482290251802,0.1962890625
"advance",1,0.000104482290251802,0.1962890625
"advanced",2,0.000156723435377703,0.1962890625
"advances",1,0.000104482290251802,0.1962890625
"advancing",1,0.000104482290251802,0.1962890625
"advantage",2,0.000156723435377703,0.1962890625
"advisers",4,0.000261205725629506,0.1962890625
"advisor",1,0.000104482290251802,0.1962890625
"advocating",2,0.000156723435377703,0.1962890625
"afc",1,0.000104482290251802,0.1962890625
"affairs",3,0.000208964580503605,0.1962890625
"affordable",9,0.000522411451259012,0.1962890625
"affords",1,0.000104482290251802,0.1962890625
"afghanistan",5,0.000313446870755407,0.1962890625
"africa",3,0.000208964580503605,0.1962890625
"african",6,0.000365688015881308,0.1962890625
"age",5,0.000313446870755407,0.1962890625
"agencies",3,0.000208964580503605,0.1962890625
"agency",4,0.000261205725629506,0.1962890625
"agenda",1,0.000104482290251802,0.1962890625
"agents",2,0.000156723435377703,0.1962890625
"ages",1,0.000104482290251802,0.1962890625
"aggressively",1,0.000104482290251802,0.1962890625
"agree",1,0.000104482290251802,0.1962890625
"agreed",2,0.000156723435377703,0.1962890625
"agreement",3,0.000208964580503605,0.1962890625
"agreements",1,0.000104482290251802,0.1962890625
"agricultures",1,0.000104482290251802,0.1962890625
"ahmadinejad",1,0.000104482290251802,0.1962890625
"aid",7,0.000417929161007209,0.1962890625
"aide",1,0.000104482290251802,0.1962890625
